min_date,train_races,valid_races,test_races,valid_top1,valid_top3,test_top1,test_top3
all,1421186,55172,20515,0.5959907199303994,0.7127951376301989,0.6040945649524738,0.7185799008855309
2018-01-01,385233,55172,20515,0.5976401073008047,0.7127830542062399,0.6046795028028272,0.7186611422536355
2020-01-01,276181,55172,20515,0.5976038570289277,0.7126138862708136,0.6038508408481599,0.7178324802989683
2021-01-01,221298,55172,20515,0.5975494816211122,0.712070132192658,0.6047282476236899,0.7182224388658706
2022-01-01,166342,55172,20515,0.59684260131951,0.7122393001280842,0.6047769924445527,0.7177349906572427
2023-01-01,110758,55172,20515,0.5975132313492352,0.7122876338239202,0.6050207165488667,0.7189373629051913
2024-01-01,55368,55172,20515,0.5973138548539114,0.7121788830082891,0.604045820131611,0.7176212527418961
