race_id,escape_strength,inner_collapse_risk,attack_pressure,race_upset_score,probability_flatness,dynamic_rerank_subset,scenario,result_scenario,winner_course,winner_style,lane1_status,top3_shape,is_outer_chain,is_inner_dominant
2026-07-06_01_01,0.18901328586853164,0.5552640079486676,0.36481681992596504,0.4824968033209229,0.9550911295183068,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_01_02,0.2604141394728995,0.5341210788866732,0.3648273644585232,0.4718302018586348,0.9403651490595533,upset_or_flat,S5_OUTER_WIN_OR_CHAIN,C6__MAKURI_SASHI__IN_OUT__OUTER_CHAIN,6,MAKURI_SASHI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_01_03,0.2397417530175184,0.5333032695442297,0.36961649715127154,0.47259301860212377,0.9536749155437484,upset_or_flat,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_01_04,0.2781980932146581,0.5090405791248227,0.32895223133590334,0.45701667362388154,0.9388699835407817,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_01_05,0.25343733718083844,0.527809779188654,0.3721920001672238,0.48097237765321194,0.9484481408921311,upset_or_flat,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI__IN_OUT__OUTER_CHAIN,5,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_01_06,0.30087769008744153,0.5045325388428268,0.3753275832960179,0.468299739110832,0.8904249506670422,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_01_07,0.2360262108815602,0.5239920553452637,0.37101757631818333,0.46572935687144595,0.9394639628257937,upset_or_flat,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_01_08,0.3124449907340138,0.49930898199578416,0.3347150703903891,0.4512727244379962,0.9159079101477968,stable_escape,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI_SASHI__IN_REMAIN__MIXED,5,MAKURI_SASHI,IN_REMAIN,MIXED,False,False
2026-07-06_01_09,0.2861050065197295,0.5212793623703911,0.37882390140425215,0.4794702928710981,0.928966655810687,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_01_10,0.20477816549963213,0.5491169313154574,0.34904443276068275,0.46985174403917407,0.9505270763698235,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_01_11,0.21346570606071286,0.5409037271411473,0.362139718566949,0.4692835357908294,0.949093930483978,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C6__SASHI__IN_REMAIN__CENTER_OUTER,6,SASHI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_01_12,0.270593273624287,0.5237038219405037,0.37821907373437547,0.4713346494298701,0.9017212874688327,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_04_01,0.26216525393498846,0.5361618312074712,0.39876051061461215,0.47275820917367,0.9305004598601742,attack_or_collapse,S3_C3_WIN_CENTER,C3__MAKURI_SASHI__IN_REMAIN__INNER_TOP3,3,MAKURI_SASHI,IN_REMAIN,INNER_TOP3,False,True
2026-07-06_04_02,0.27376797368815675,0.5146846990520397,0.34565801251349393,0.45310969264427153,0.9232916795897972,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_04_03,0.2236113511779036,0.5430639346858269,0.3482588438989852,0.4594849127222933,0.9446755749943334,attack_or_collapse,S1_C2_SASHI_IN_REMAIN,C2__SASHI__IN_REMAIN__MIXED,2,SASHI,IN_REMAIN,MIXED,False,False
2026-07-06_04_04,0.3176343518121463,0.4990495833095799,0.37353919216070897,0.4567993570927452,0.919457790139371,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_04_05,0.29689404762730504,0.5094827042054224,0.36362648447797996,0.4644076016766938,0.9181938882504898,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_04_06,0.2909781245938181,0.509419054193506,0.3683575423284423,0.4542736464797789,0.9007059442991381,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_04_07,0.3007365663039818,0.502279358456508,0.35089770017166666,0.4483734394177033,0.91371308352416,stable_escape,S3_C3_WIN_CENTER,C3__MAKURI__IN_OUT__OUTER_CHAIN,3,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_04_08,0.2659949145045793,0.5265260027010386,0.35194392005738073,0.44866891330137715,0.9123181239138464,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_04_09,0.2616512935705772,0.5222703584233599,0.35970929706616017,0.466409790906726,0.9164788956472268,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_04_10,0.2890134012363781,0.4999621618015216,0.3456030956643399,0.45321487570649877,0.9064860274624805,neutral,S1_C2_SASHI_IN_REMAIN,C2__SASHI__IN_REMAIN__MIXED,2,SASHI,IN_REMAIN,MIXED,False,False
2026-07-06_04_11,0.29519969765800524,0.5084772625092591,0.3726271863047911,0.45840102279280986,0.9110716459149953,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_04_12,0.2825004498980926,0.5192034796456952,0.3551134838211896,0.4555193823886068,0.9087146827172221,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_05_01,0.2918187672680911,0.5187457098628243,0.3817801634301975,0.46499083296839516,0.9470104776331013,attack_or_collapse,S4_C4_WIN_KADO,C4__MAKURI__IN_REMAIN__CENTER_OUTER,4,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_05_02,0.1892185975628633,0.577482029380247,0.41652087887475714,0.49142382231762227,0.9483098477015097,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_05_03,0.24487826521079048,0.5410590566763602,0.36576382246948097,0.4737774491413251,0.9383569234370603,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_05_04,0.2583811314762869,0.5419349941988479,0.39832721820195793,0.48575782194956973,0.948026822025677,attack_or_collapse,S3_C3_WIN_CENTER,C3__MAKURI_SASHI__IN_REMAIN__INNER_TOP3,3,MAKURI_SASHI,IN_REMAIN,INNER_TOP3,False,True
2026-07-06_05_05,0.2009956760441988,0.5594432071273481,0.3777872131160873,0.48786948213040354,0.9467984434603347,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI_SASHI__IN_OUT__OUTER_CHAIN,5,MAKURI_SASHI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_05_06,0.1896470729930123,0.5829255734783916,0.41884930454045566,0.4903705905298661,0.9347923909955054,attack_or_collapse,S3_C3_WIN_CENTER,C3__MAKURI__IN_REMAIN__CENTER_OUTER,3,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_05_07,0.2373507149359332,0.5421017730565322,0.3858831815510844,0.4754062177975725,0.9344989076912942,attack_or_collapse,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_05_08,0.3315904973060136,0.49139889306974766,0.341468202720315,0.428190299107552,0.9122777833781881,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_05_09,0.2683142026999423,0.5120325971440837,0.3251621657721956,0.435767681397859,0.9190460875793621,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_05_10,0.258439730925664,0.5370246140163512,0.39798712235280986,0.47495147479304195,0.9419278417773156,attack_or_collapse,S3_C3_WIN_CENTER,C3__MAKURI__IN_REMAIN__CENTER_OUTER,3,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_05_11,0.2787440138555671,0.5155446548095266,0.342314961873065,0.44782990741337203,0.9118651127250146,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_05_12,0.3604162586853334,0.458100910415712,0.3082491392130928,0.3994981414667762,0.8842614207735459,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_07_01,0.30170330706693915,0.4979454597593064,0.35264197358685956,0.4349560295309252,0.8925193501593099,stable_escape,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI_SASHI__IN_REMAIN__OUTER_CHAIN,5,MAKURI_SASHI,IN_REMAIN,OUTER_CHAIN,True,False
2026-07-06_07_02,0.26323103511562035,0.5183292044599876,0.3335451430838201,0.45326239220707976,0.9431729631188548,upset_or_flat,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_07_03,0.2520968826331661,0.5502707172561982,0.4187489924878613,0.48101802730897353,0.9108109420537087,attack_or_collapse,S4_C4_WIN_KADO,C4__MAKURI__IN_REMAIN__OUTER_CHAIN,4,MAKURI,IN_REMAIN,OUTER_CHAIN,True,False
2026-07-06_07_04,0.2571333885130581,0.5294923845063009,0.36045281696737586,0.4651275071739863,0.9309096943583821,neutral,S1_C2_SASHI_IN_REMAIN,C2__SASHI__IN_REMAIN__MIXED,2,SASHI,IN_REMAIN,MIXED,False,False
2026-07-06_07_05,0.23059095009149588,0.5455777489507365,0.3484325719132136,0.4652912930884348,0.941154905468891,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C5__MEGUMARE__IN_OUT__OUTER_CHAIN,5,MEGUMARE,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_07_06,0.22230825742272545,0.5285920808422035,0.3247020827350788,0.45295923028746987,0.9302959584617486,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_07_07,0.24580014511274748,0.5263720871898299,0.32796471873777194,0.4544452366373448,0.9354579491125682,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_07_08,0.2294237640602777,0.5418396828489096,0.34668442559032986,0.4471156230311708,0.9029159377211138,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_07_09,0.2896205560556831,0.5274569066650328,0.3739845257684846,0.46508715162282743,0.9341856769207716,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_07_10,0.29242843570268473,0.5019893006209031,0.34455706049277635,0.45225916626449375,0.8959197634898179,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_07_11,0.2935116991981166,0.4970724077520256,0.34329810783900183,0.4325206829877304,0.9146375542009152,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_07_12,0.2594771636412929,0.5390174479643428,0.3913526886527736,0.4646863211727275,0.9100108236414044,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_09_01,0.3179382071837673,0.4888775465363155,0.33823794125910445,0.44033551490681977,0.8847825423926425,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_09_02,0.2389574480216181,0.5407532690525196,0.3653399602976033,0.47608413068526134,0.9383847806685344,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI_SASHI__IN_OUT__CENTER_OUTER,5,MAKURI_SASHI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_09_03,0.24158662069125172,0.5310232140284157,0.3563073533660993,0.4579313828054721,0.9463464525459542,upset_or_flat,S5_OUTER_WIN_OR_CHAIN,C5__NUKI__IN_REMAIN__MIXED,5,NUKI,IN_REMAIN,MIXED,False,False
2026-07-06_09_04,0.2498791009520511,0.5266940136238958,0.3662735281571454,0.46491776673413804,0.9003729654256305,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_09_05,0.32636429873720113,0.4842362680832743,0.34150513918072933,0.4479048421015255,0.90906049338022,stable_escape,S2_C2_WIN_IN_OUT,C2__SASHI__IN_OUT__CENTER_OUTER,2,SASHI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_09_06,0.2635378550351392,0.5174270706251374,0.3558005867973837,0.4616754156621159,0.9403462732141896,upset_or_flat,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_09_07,0.1713805940761999,0.559646133576623,0.36082059058418026,0.49124546833600113,0.953086561862633,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI__IN_OUT__OUTER_CHAIN,5,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_09_08,0.2702698919100273,0.5087407018189405,0.3205430321051361,0.45223296893274956,0.9287637829295342,neutral,S3_C3_WIN_CENTER,C3__MAKURI__IN_REMAIN__CENTER_OUTER,3,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_09_09,0.2819951063631062,0.5073435115146447,0.3382794426897767,0.44864858413191316,0.8967540992973849,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_09_10,0.2708770212553659,0.5077295146208417,0.31743276503211443,0.4488351853034788,0.933237286528765,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_09_11,0.2750993231530288,0.5320699420425417,0.37306724318489176,0.4497232096804408,0.8939249342066834,neutral,S3_C3_WIN_CENTER,C3__SASHI__IN_OUT__CENTER_OUTER,3,SASHI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_09_12,0.3022355176736366,0.4815957973515357,0.3082817222684606,0.41958726794206186,0.8993368168524019,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_12_01,0.35255202119589163,0.4690826832241047,0.31961783064556437,0.42308553441105917,0.8896749573195903,stable_escape,S1_C2_SASHI_IN_REMAIN,C2__SASHI__IN_REMAIN__INNER_TOP3,2,SASHI,IN_REMAIN,INNER_TOP3,False,True
2026-07-06_12_02,0.264011535532954,0.53266735478784,0.363940135607464,0.4773866016084786,0.951052970358329,upset_or_flat,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_12_03,0.20813310221437328,0.5653680927596199,0.40823650476232665,0.4918733031051609,0.9447122567574328,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI__IN_OUT__CENTER_OUTER,5,MAKURI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_12_04,0.2564095448851552,0.5206694594031087,0.3475690647448343,0.46989347459937253,0.94618053402866,upset_or_flat,S3_C3_WIN_CENTER,C3__MAKURI__IN_REMAIN__CENTER_OUTER,3,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_12_05,0.284538132913963,0.5078786695692934,0.3481519092758784,0.451251409407664,0.9043024154762028,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_12_06,0.2306031127429916,0.5446865757703043,0.3810231569019673,0.4826363395569316,0.9520505860126778,attack_or_collapse,S3_C3_WIN_CENTER,C3__MAKURI__IN_REMAIN__CENTER_OUTER,3,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_12_07,0.3243332160501254,0.4973069333002793,0.3647110702644901,0.4554787837956794,0.9366118133092005,stable_escape,S3_C3_WIN_CENTER,C3__MAKURI_SASHI__IN_REMAIN__CENTER_OUTER,3,MAKURI_SASHI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_12_08,0.18284020128917924,0.572774351917702,0.37268686423801084,0.4900080743348535,0.9325698692106562,attack_or_collapse,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_12_09,0.3085230847196994,0.5050974771357015,0.36423689319027686,0.44629124331674835,0.8987255444188773,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_12_10,0.28698468399956256,0.5194382991341825,0.3853249060651605,0.46053763829757943,0.920973043700572,attack_or_collapse,S5_OUTER_WIN_OR_CHAIN,C6__MAKURI__IN_REMAIN__CENTER_OUTER,6,MAKURI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_12_11,0.24798999824111803,0.5146587446516719,0.3605835430785413,0.4542546279067495,0.9084094489431416,neutral,S5_OUTER_WIN_OR_CHAIN,C5__MAKURI_SASHI__IN_REMAIN__OUTER_CHAIN,5,MAKURI_SASHI,IN_REMAIN,OUTER_CHAIN,True,False
2026-07-06_12_12,0.28171881263329146,0.5157314406754789,0.356205394173288,0.46583735677360366,0.8934091385233434,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_13_01,0.2471973005754229,0.5354276396988136,0.38401420058533803,0.4768038296432567,0.9389366373569666,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_13_02,0.2752613865026117,0.5097447546251963,0.3406935803543226,0.4372961865729238,0.9378501958531625,neutral,S2_C2_WIN_IN_OUT,C2__SASHI__IN_OUT__CENTER_OUTER,2,SASHI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_13_03,0.2088890601845458,0.5688932546475618,0.4172051076573677,0.4942513863056867,0.953307893392618,attack_or_collapse,S3_C3_WIN_CENTER,C3__MAKURI_SASHI__IN_REMAIN__CENTER_OUTER,3,MAKURI_SASHI,IN_REMAIN,CENTER_OUTER,False,False
2026-07-06_13_04,0.2518872694036038,0.5265472477154218,0.3550039263411551,0.4478548588948846,0.9370175127246321,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_13_05,0.2790085278059986,0.5053324164814947,0.3462915937202581,0.44216473651496657,0.9427350760886634,upset_or_flat,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_13_06,0.24988917451526044,0.5443591933254615,0.40335449857320776,0.4761534628505157,0.9416492759109499,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_13_07,0.2703635047235168,0.5376356105054609,0.4003246789368967,0.4654329142571978,0.9127804943165251,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_13_08,0.322726308470868,0.5034428903582144,0.3763938958276709,0.45930815816268544,0.8993701360394409,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__MEGUMARE__IN_WIN__MIXED,1,MEGUMARE,IN_WIN,MIXED,False,False
2026-07-06_13_09,0.29984967172629745,0.5012435691845925,0.3300356973925415,0.45128729311282845,0.8979535667790852,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_13_10,0.2747784497063235,0.5220185599903524,0.36913067519742304,0.4515605100256957,0.8962360629660047,neutral,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_13_11,0.23788293006628722,0.5493076257709107,0.39556615953877383,0.47759964016365447,0.9464046471018276,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_13_12,0.3096663889276136,0.483626001829587,0.32601748152255783,0.43962458441438623,0.8929841590299457,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_18_01,0.3146640564216008,0.5015191415528905,0.36327116643782964,0.43803180159062477,0.9096370445931927,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_TOP3,1,ESCAPE,IN_WIN,INNER_TOP3,False,True
2026-07-06_18_02,0.3243314366933842,0.4867781667167891,0.34779417242728417,0.4399392529200277,0.8951352791289137,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_18_03,0.31690857414068824,0.4998889018412593,0.34655207068960425,0.45547852972708003,0.8882648358185905,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_18_04,0.31682909471902804,0.49244215117838014,0.33037210221994284,0.43602272554451726,0.8874583515099179,stable_escape,S1_C2_SASHI_IN_REMAIN,C2__SASHI__IN_REMAIN__INNER_CENTER,2,SASHI,IN_REMAIN,INNER_CENTER,False,False
2026-07-06_18_05,0.2560611319734372,0.5359708274130237,0.38216855488636914,0.4654199354026176,0.9410301516048175,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_18_06,0.2713097095131893,0.5289792154662076,0.3809774331907595,0.4767040504731655,0.9495728909700613,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_18_07,0.21898406214604157,0.5360786116866099,0.33796725569941105,0.4712213694301319,0.9546862468198631,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
2026-07-06_18_08,0.17184146813218143,0.5765216235016137,0.39816386424223377,0.4872772968670128,0.9530052570572687,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_18_09,0.19329505890208784,0.5543722001196061,0.369548828342604,0.46987782583746585,0.9302053742043266,attack_or_collapse,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__OUTER_CHAIN,1,ESCAPE,IN_WIN,OUTER_CHAIN,True,False
2026-07-06_18_10,0.21331190269385794,0.5686241645875343,0.3945275908707572,0.4632165388114302,0.915929350006214,attack_or_collapse,S2_C2_WIN_IN_OUT,C2__MAKURI__IN_OUT__CENTER_OUTER,2,MAKURI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_18_11,0.20672517276674088,0.5410326475674527,0.3319854787750063,0.4624324139564257,0.9255905276043211,attack_or_collapse,S2_C2_WIN_IN_OUT,C2__MAKURI__IN_OUT__CENTER_OUTER,2,MAKURI,IN_OUT,CENTER_OUTER,False,False
2026-07-06_18_12,0.3290037232394426,0.4987252880553874,0.3493476383113152,0.4593752832856958,0.8945059746692424,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__INNER_CENTER,1,ESCAPE,IN_WIN,INNER_CENTER,False,False
2026-07-06_21_01,0.31971268930669855,0.5082559267577542,0.3790650326981104,0.4443955446586571,0.8938686869035273,attack_or_collapse,S4_C4_WIN_KADO,C4__SASHI__IN_REMAIN__OUTER_CHAIN,4,SASHI,IN_REMAIN,OUTER_CHAIN,True,False
2026-07-06_21_02,0.23459227332816118,0.5275179002434138,0.35334904317002624,0.45039695682323444,0.9052696998028774,neutral,S4_C4_WIN_KADO,C4__MAKURI__IN_OUT__OUTER_CHAIN,4,MAKURI,IN_OUT,OUTER_CHAIN,True,False
2026-07-06_21_03,0.32923926667151254,0.4932391726110258,0.35919707202667395,0.4434626490556575,0.8927919927027043,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__MIXED,1,ESCAPE,IN_WIN,MIXED,False,False
2026-07-06_21_04,0.3344467695961364,0.488850717489361,0.3659984469805033,0.44903673593543286,0.8864607779969547,stable_escape,S0_C1_ESCAPE_IN_WIN,C1__ESCAPE__IN_WIN__CENTER_OUTER,1,ESCAPE,IN_WIN,CENTER_OUTER,False,False
